[14/Mar/2026:05:16:18 +0000] 404 - GET http ai-electutor.com "/wp-admin/setup-config.php" [Client 104.23.221.86] [Length 122] [Gzip 1.35] "http://ai-electutor.com/wp-admin/setup-config.php" "-"
[14/Mar/2026:05:37:48 +0000] 404 - GET http 158.247.221.212 "/%62ackend/%2eenv" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:49 +0000] 404 - GET http 158.247.221.212 "/%2eaws/%63redentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:49 +0000] 404 - GET http 158.247.221.212 "/%63areers_not_hosted" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:49 +0000] 404 - GET http 158.247.221.212 "/%61ws-codecommit/" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:50 +0000] 404 - GET http 158.247.221.212 "/%68ome/%61dmin/%2eaws/%63redentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:50 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:51 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:51 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:52 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:52 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:53 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:53 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:54 +0000] 414 - - http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 174] [Gzip -] "-" "-"
[14/Mar/2026:05:37:55 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:55 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:56 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:56 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:57 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:57 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:58 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:59 +0000] 400 - GET http localhost-nginx-proxy-manager "-" [Client 185.177.72.51] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:37:59 +0000] 404 - GET http 158.247.221.212 "/..%5c..%5c..%5c..%5c..%5c..%5cvar/log/apache2/access.log" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:59 +0000] 405 - POST http 158.247.221.212 "/" [Client 185.177.72.51] [Length 154] [Gzip -] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36" "-"
[14/Mar/2026:05:38:00 +0000] 405 - POST http 158.247.221.212 "/" [Client 185.177.72.51] [Length 154] [Gzip -] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36" "-"
[14/Mar/2026:05:38:01 +0000] 200 - GET http 158.247.221.212 "/" [Client 185.177.72.51] [Length 568] [Gzip 1.86] "curl/8.7.1" "-"
[14/Mar/2026:05:38:01 +0000] 404 - POST http 158.247.221.212 "/api/upwload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:02 +0000] 404 - POST http 158.247.221.212 "/api/uploads" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:02 +0000] 404 - POST http 158.247.221.212 "/api/files/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:03 +0000] 404 - POST http 158.247.221.212 "/api/v1/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:03 +0000] 404 - POST http 158.247.221.212 "/api/v1/files" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:04 +0000] 404 - POST http 158.247.221.212 "/api/v1/media" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:05 +0000] 404 - POST http 158.247.221.212 "/uploads" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:05 +0000] 404 - POST http 158.247.221.212 "/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:06 +0000] 404 - POST http 158.247.221.212 "/files/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:06 +0000] 404 - POST http 158.247.221.212 "/api/users/avatar" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:07 +0000] 404 - POST http 158.247.221.212 "/api/profile/avatar" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:07 +0000] 404 - POST http 158.247.221.212 "/api/profile/photo" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:08 +0000] 404 - POST http 158.247.221.212 "/api/account/avatar" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:09 +0000] 404 - POST http 158.247.221.212 "/api/v1/users/avatar" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:09 +0000] 200 - GET http 158.247.221.212 "/" [Client 185.16.39.146] [Length 1033] [Gzip -] "Wget" "-"
[14/Mar/2026:05:38:09 +0000] 404 - POST http 158.247.221.212 "/api/media" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:10 +0000] 404 - POST http 158.247.221.212 "/api/media/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:10 +0000] 404 - POST http 158.247.221.212 "/api/images" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:11 +0000] 404 - POST http 158.247.221.212 "/api/images/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:11 +0000] 404 - POST http 158.247.221.212 "/api/photos" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:12 +0000] 404 - POST http 158.247.221.212 "/api/gallery/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:13 +0000] 404 - POST http 158.247.221.212 "/api/documents" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:13 +0000] 404 - POST http 158.247.221.212 "/api/documents/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:14 +0000] 404 - POST http 158.247.221.212 "/api/files" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:14 +0000] 404 - POST http 158.247.221.212 "/api/attachments" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:15 +0000] 404 - POST http 158.247.221.212 "/api/v1/documents" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:15 +0000] 404 - POST http 158.247.221.212 "/api/content/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:16 +0000] 404 - POST http 158.247.221.212 "/api/assets" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:17 +0000] 404 - POST http 158.247.221.212 "/api/assets/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:17 +0000] 404 - POST http 158.247.221.212 "/admin/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:18 +0000] 404 - POST http 158.247.221.212 "/admin/files" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:18 +0000] 404 - POST http 158.247.221.212 "/admin/media" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:19 +0000] 404 - POST http 158.247.221.212 "/api/products/images" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:19 +0000] 404 - POST http 158.247.221.212 "/api/products/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:20 +0000] 404 - POST http 158.247.221.212 "/api/catalog/images" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:21 +0000] 404 - POST http 158.247.221.212 "/api/resources/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:21 +0000] 404 - POST http 158.247.221.212 "/api/storage" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:22 +0000] 404 - POST http 158.247.221.212 "/api/storage/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:22 +0000] 404 - POST http 158.247.221.212 "/api/blob" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:23 +0000] 404 - POST http 158.247.221.212 "/api/blob/upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:23 +0000] 404 - POST http 158.247.221.212 "/upload/file" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:24 +0000] 404 - POST http 158.247.221.212 "/upload/image" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:25 +0000] 404 - POST http 158.247.221.212 "/fileupload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:38:25 +0000] 404 - POST http 158.247.221.212 "/file-upload" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:44:31 +0000] 400 - POST http localhost-nginx-proxy-manager "-" [Client 42.192.51.72] [Length 154] [Gzip -] "-" "-"
[14/Mar/2026:05:48:37 +0000] 200 - GET http 158.247.221.212 "/" [Client 185.16.39.146] [Length 1033] [Gzip -] "Wget" "-"
[14/Mar/2026:06:00:20 +0000] 404 - GET http 158.247.221.212 "/SDK/webLanguage" [Client 5.61.209.96] [Length 183] [Gzip 3.21] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
[14/Mar/2026:06:02:19 +0000] 200 - GET http 158.247.221.212 "/" [Client 3.132.26.232] [Length 568] [Gzip 1.86] "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "http://158.247.221.212:8080/"
